Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_BSTI.v2,OTU_MTTI,OTU_level,OTU_MetricCalc,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Other Non-Insect,Batracobdella,FALSE,yes,,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Other Non-Insect,Erpobdella,FALSE,no,,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Other Non-Insect,Erpobdella punctata,FALSE,yes,,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Other Non-Insect,Erpobdellidae,FALSE,yes,,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Other Non-Insect,Mooreobdella,FALSE,yes,,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Other Non-Insect,Myzobdella,FALSE,yes,,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Other Non-Insect,Dina,FALSE,yes,Invalid Jr. syn of Erpobdella,Hirudinida,Hirudinida,subclass,Erpobdella,Erpobdella,69439,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,,,,Dina,,,,,
Other Non-Insect,Haemopis,FALSE,no,,Hirudinida,Hirudinida,subclass,Haemopis,Haemopis,69408,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Hirudiniformes,,Haemopidae,Haemopinae,,,Haemopis,,,,,
Other Non-Insect,Haemopis grandis,FALSE,yes,,Hirudinida,Hirudinida,subclass,Haemopis,Haemopis,69408,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Hirudiniformes,,Haemopidae,Haemopinae,,,Haemopis,,,,,
Other Non-Insect,Arhynchobdellida,FALSE,no,,Hirudinida,Hirudinida,subclass,Arhynchobdellida,Arhynchobdellida,568835,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,,,,,,,,,,,
Other Non-Insect,Glossiphonia,FALSE,no,,Hirudinida,Hirudinida,subclass,Glossiphonia,Glossiphonia,69380,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Glossiphoniinae,,,Glossiphonia,,,,,
Other Non-Insect,Glossiphonia complanata,FALSE,yes,,Hirudinida,Hirudinida,subclass,Glossiphonia,Glossiphonia,69380,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Glossiphoniinae,,,Glossiphonia,,,,,
Other Non-Insect,Glossiphonia elegans,FALSE,yes,,Hirudinida,Hirudinida,subclass,Glossiphonia,Glossiphonia,69380,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Glossiphoniinae,,,Glossiphonia,,,,,
Other Non-Insect,Helobdella,FALSE,no,,Hirudinida,Hirudinida,subclass,Helobdella,Helobdella,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,
Other Non-Insect,Helobdella papillata,FALSE,yes,,Hirudinida,Hirudinida,subclass,Helobdella,Helobdella,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,
Other Non-Insect,Helobdella stagnalis,FALSE,yes,,Hirudinida,Hirudinida,subclass,Helobdella,Helobdella,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,
Other Non-Insect,Helobdella stagnalis complex,FALSE,yes,,Hirudinida,Hirudinida,subclass,Helobdella,Helobdella,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,
Other Non-Insect,Helobdella triserialis,FALSE,yes,,Hirudinida,Hirudinida,subclass,Helobdella,Helobdella,69396,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Haementeriinae,,,Helobdella,,,,,
Other Non-Insect,Glossiphoniidae,FALSE,no,,Hirudinida,Hirudinida,subclass,Glossiphoniidae,Glossiphoniidae,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,
Other Non-Insect,Placobdella,FALSE,yes,,Hirudinida,Hirudinida,subclass,Glossiphoniidae,Glossiphoniidae,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,
Other Non-Insect,Placobdella ornata,FALSE,yes,,Hirudinida,Hirudinida,subclass,Glossiphoniidae,Glossiphoniidae,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,
Other Non-Insect,Theromyzon,FALSE,yes,,Hirudinida,Hirudinida,subclass,Glossiphoniidae,Glossiphoniidae,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,
Other Non-Insect,Cystobranchus salmositicus,FALSE,no,,Hirudinida,Hirudinida,subclass,Cystobranchus salmositicus,Cystobranchus salmositicus,69309,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,Piscicolinae,,,Cystobranchus,,,,,salmositicus
Other Non-Insect,Piscicola salmositica,FALSE,yes,,Hirudinida,Hirudinida,subclass,Cystobranchus salmositicus,Cystobranchus salmositicus,69309,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,Piscicolinae,,,Cystobranchus,,,,,salmositicus
Other Non-Insect,Piscicola,FALSE,yes,,Hirudinida,Hirudinida,subclass,Piscicolidae,Piscicolidae,69296,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,,,,,,,,,
Other Non-Insect,Piscicola milneri,FALSE,yes,,Hirudinida,Hirudinida,subclass,Piscicolidae,Piscicolidae,69296,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,,,,,,,,,
Other Non-Insect,Piscicolidae,FALSE,no,,Hirudinida,Hirudinida,subclass,Piscicolidae,Piscicolidae,69296,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,,,,,,,,,
Other Non-Insect,Rhynchobdellida,FALSE,no,Too Coarse,Hirudinida,Hirudinida,subclass,Rhynchobdellida,Hirudinida,,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,,,,,,,,,,
Other Non-Insect,Hirudinea,FALSE,no,,Hirudinida,Hirudinida,subclass,Hirudinea,Hirudinea,69290,Animalia,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,,,
Other Non-Insect,Hirudinida,FALSE,yes,,Hirudinida,Hirudinida,subclass,Hirudinea,Hirudinea,69290,Animalia,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,,,
Other Non-Insect,Hirudinidae,FALSE,yes,,Hirudinida,Hirudinida,subclass,Hirudinea,Hirudinea,69290,Animalia,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,,,
Other Non-Insect,Branchiobdella,FALSE,yes,,DNI,Branchiobdellida,order,Branchiobdellida,Branchiobdellida,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
Other Non-Insect,Branchiobdellida,FALSE,no,,DNI,Branchiobdellida,order,Branchiobdellida,Branchiobdellida,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
Other Non-Insect,Branchiobdellidae,FALSE,yes,,DNI,Branchiobdellida,order,Branchiobdellida,Branchiobdellida,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
Oligochaeta,Achaeta,FALSE,no,,DNI,DNI,DNI,Achaeta,Oligochaeta,68560,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Achaeta,,,,,
Oligochaeta,Cernosvitoviella,FALSE,no,,DNI,DNI,DNI,Cernosvitoviella,Oligochaeta,68534,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Cernosvitoviella,,,,,
Oligochaeta,Chamaedrilus,FALSE,no,,DNI,Chamaedrilus,genus,Chamaedrilus,Oligochaeta,,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Chamaedrilus,,,,,
Oligochaeta,Enchytraeus,FALSE,no,,Enchytraeus,Enchytraeus,genus,Enchytraeus,Oligochaeta,68531,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Enchytraeus,,,,,
Oligochaeta,Fridericia,FALSE,no,,Fridericia,Fridericia,genus,Fridericia,Oligochaeta,204785,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Fridericia,,,,,
Oligochaeta,Henlea,FALSE,no,,DNI,DNI,DNI,Henlea,Oligochaeta,68541,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Henlea,,,,,
Oligochaeta,Marionina,TRUE,NonTarget,Dubious ID ( known from MN and WI),DNI,DNI,DNI,DNI,DNI,68515,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Marionina,,,,,
Oligochaeta,Mesenchytraeus,FALSE,no,,Mesenchytraeus,Mesenchytraeus,genus,Mesenchytraeus,Oligochaeta,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
Oligochaeta,Mesenchytraeus ,FALSE,yes,Trailing space after genus Name,Mesenchytraeus,Mesenchytraeus,genus,Mesenchytraeus,Oligochaeta,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
Oligochaeta,Mesenchytraeusá,FALSE,yes,FORMATTING,Mesenchytraeus,Mesenchytraeus,genus,Mesenchytraeus,Oligochaeta,68544,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Mesenchytraeus,,,,,
Oligochaeta,Enchytraeidae,FALSE,no,,DNI,DNI,DNI,Enchytraeidae,Oligochaeta,68510,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,,,,,,
Oligochaeta,Randidrilus,FALSE,yes,,DNI,DNI,DNI,Enchytraeidae,Oligochaeta,68510,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,,,,,,
Oligochaeta,Haplotaxida,FALSE,yes,,DNI,DNI,DNI,Haplotaxis,Oligochaeta,68505,Animalia,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Haplotaxina,,Haplotaxidae,,,,Haplotaxis,,,,,
Oligochaeta,Haplotaxidae,FALSE,yes,,DNI,DNI,DNI,Haplotaxis,Oligochaeta,68505,Animalia,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Haplotaxina,,Haplotaxidae,,,,Haplotaxis,,,,,
Oligochaeta,Haplotaxis,FALSE,no,,DNI,DNI,DNI,Haplotaxis,Oligochaeta,68505,Animalia,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Haplotaxina,,Haplotaxidae,,,,Haplotaxis,,,,,
Oligochaeta,Altmanella,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Altmanella,Oligochaeta,974298,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Altmanella,,,,,
Oligochaeta,Eclipidrilus,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Eclipidrilus,Oligochaeta,68473,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Eclipidrilus,,,,,
Oligochaeta,Guestphalinus,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Guestphalinus,Oligochaeta,68487,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Guestphalinus,,,,,
Oligochaeta,Kincaidiana,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Kincaidiana,Oligochaeta,68470,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Kincaidiana,,,,,
Oligochaeta,Kincaidiana hexatheca,FALSE,yes,,Lumbriculidae,Lumbriculidae,family,Kincaidiana,Oligochaeta,68470,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Kincaidiana,,,,,
Oligochaeta,Rhynchelmis,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Rhynchelmis,Oligochaeta,68463,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Rhynchelmis,,,,,
Oligochaeta,Stylodrilus,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Stylodrilus,Oligochaeta,68450,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Stylodrilus,,,,,
Oligochaeta,Stylodrilus heringianus,FALSE,yes,,Lumbriculidae,Lumbriculidae,family,Stylodrilus,Oligochaeta,68450,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Stylodrilus,,,,,
Oligochaeta,Lumbriculidae,FALSE,no,,Lumbriculidae,Lumbriculidae,family,Lumbriculidae,Oligochaeta,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Oligochaeta,Lumbriculus,FALSE,yes,,Lumbriculidae,Lumbriculidae,family,Lumbriculidae,Oligochaeta,68440,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,,,,,,
Terrestrial,Eiseniella tetraedra,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,976647,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,Eiseniella,,,,,tetraedra
Terrestrial,Lumbricidae,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Terrestrial,Lumbricina,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Terrestrial,Lumbriculida,TRUE,NonTarget,Mostly Terrestrial,DNI,DNI,DNI,DNI,DNI,69165,Animalia,Annelida,,Clitellata,Oligochaeta,Opisthopora,Lumbricina,,Lumbricidae,,,,,,,,,
Oligochaeta,Arcteonais,FALSE,no,,Naidinae,Naidinae,subfamily,Arcteonais,Oligochaeta,68975,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Arcteonais,,,,,
Oligochaeta,Chaetogaster,FALSE,no,,Naidinae,Naidinae,subfamily,Chaetogaster,Oligochaeta,68934,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Chaetogaster,,,,,
Oligochaeta,Dero,FALSE,no,,Naidinae,Naidinae,subfamily,Dero,Oligochaeta,68898,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Dero,,,,,
Oligochaeta,Haemonais,FALSE,no,,Naidinae,Naidinae,subfamily,Haemonais,Oligochaeta,69003,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Haemonais,,,,,
Oligochaeta,Nais,FALSE,no,,Naidinae,Naidinae,subfamily,Nais,Oligochaeta,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
Oligochaeta,Nais communis,FALSE,yes,,Naidinae,Naidinae,subfamily,Nais,Oligochaeta,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
Oligochaeta,Nais variabilis,FALSE,yes,,Naidinae,Naidinae,subfamily,Nais,Oligochaeta,68946,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Nais,,,,,
Oligochaeta,Ophidonais,FALSE,no,,Naidinae,Naidinae,subfamily,Ophidonais,Oligochaeta,68995,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Ophidonais,,,,,
Oligochaeta,Ophidonais serpentina,FALSE,yes,,Naidinae,Naidinae,subfamily,Ophidonais,Oligochaeta,68995,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Ophidonais,,,,,
Oligochaeta,Paranais,FALSE,no,,Naidinae,Naidinae,subfamily,Paranais,Oligochaeta,68862,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Paranais,,,,,
Oligochaeta,Slavina,FALSE,no,,Naidinae,Naidinae,subfamily,Slavina,Oligochaeta,68855,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Slavina,,,,,
Oligochaeta,Slavina appendiculata,FALSE,yes,,Naidinae,Naidinae,subfamily,Slavina,Oligochaeta,68855,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Slavina,,,,,
Oligochaeta,Specaria,FALSE,no,,Naidinae,Naidinae,subfamily,Specaria,Oligochaeta,68984,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Specaria,,,,,
Oligochaeta,Stylaria,FALSE,no,,Naidinae,Naidinae,subfamily,Stylaria,Oligochaeta,68871,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Stylaria,,,,,
Oligochaeta,Stylaria lacustris,FALSE,yes,,Naidinae,Naidinae,subfamily,Stylaria,Oligochaeta,68871,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Stylaria,,,,,
Oligochaeta,Uncinais,FALSE,no,,Naidinae,Naidinae,subfamily,Uncinais,Oligochaeta,68990,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Uncinais,,,,,
Oligochaeta,Uncinais uncinata,FALSE,yes,There is only one species in this genus,Naidinae,Naidinae,subfamily,Uncinais,Oligochaeta,68990,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Uncinais,,,,,
Oligochaeta,Vejdovskyella,FALSE,no,,Naidinae,Naidinae,subfamily,Vejdovskyella,Oligochaeta,69009,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Vejdovskyella,,,,,
Oligochaeta,Naidinae,FALSE,no,,Naidinae,Naidinae,subfamily,Naidinae,Oligochaeta,974284,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,,,,,,
Oligochaeta,Nootkadrilus,FALSE,no,,DNI,DNI,DNI,Nootkadrilus,Oligochaeta,974543,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Phallodrilinae,,,Nootkadrilus,,,,,
Oligochaeta,Pristina,FALSE,no,,DNI,Pristina,genus,Pristina,Oligochaeta,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,
Oligochaeta,Pristina aequiseta,FALSE,yes,,DNI,Pristina,genus,Pristina,Oligochaeta,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,
Oligochaeta,Pristina jenkinae,FALSE,yes,,DNI,Pristina,genus,Pristina,Oligochaeta,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,
Oligochaeta,Bothrioneurum,FALSE,no,,DNI,DNI,DNI,Bothrioneurum,Oligochaeta,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Oligochaeta,Bothrioneurum vejdovskyanum,FALSE,yes,,DNI,DNI,DNI,Bothrioneurum,Oligochaeta,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Oligochaeta,Branchiura,FALSE,no,,DNI,DNI,DNI,Branchiura,Oligochaeta,68619,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Branchiura,,,,,
Oligochaeta,Branchiura sowerbyi,FALSE,yes,,DNI,DNI,DNI,Branchiura,Oligochaeta,68619,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Branchiura,,,,,
Oligochaeta,Rhyacodrilis,FALSE,yes,,DNI,DNI,DNI,Rhyacodrilus,Oligochaeta,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,
Oligochaeta,Rhyacodrilus,FALSE,no,,DNI,DNI,DNI,Rhyacodrilus,Oligochaeta,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,
Oligochaeta,Rhyacodrilus falciformis,FALSE,yes,,DNI,DNI,DNI,Rhyacodrilus,Oligochaeta,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,
Oligochaeta,Rhyacodrilinae,FALSE,no,,DNI,DNI,DNI,Rhyacodrilinae,Oligochaeta,974287,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,,,,,,
Oligochaeta,Telmatodrilus vejdovskyi,FALSE,no,,DNI,DNI,DNI,Telmatodrilus vejdovskyi,Oligochaeta,68760,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Telmatodrilinae,,,Telmatodrilus,,,,,vejdovskyi
Oligochaeta,Aulodrilus,FALSE,no,,Tubificinae,Tubificinae,subfamily,Aulodrilus,Oligochaeta,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Oligochaeta,Aulodrilus pluriseta,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Aulodrilus,Oligochaeta,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Oligochaeta,Ilyodrilus,FALSE,no,,Tubificinae,Tubificinae,subfamily,Ilyodrilus,Oligochaeta,68660,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Ilyodrilus,,,,,
Oligochaeta,Limnodrilus,FALSE,no,,Tubificinae,Tubificinae,subfamily,Limnodrilus,Oligochaeta,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,
Oligochaeta,Limnodrilus hoffmeisteri,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Limnodrilus,Oligochaeta,68638,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Limnodrilus,,,,,
Oligochaeta,Potamothrix,FALSE,no,,Tubificinae,Tubificinae,subfamily,Potamothrix,Oligochaeta,68786,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Potamothrix,,,,,
Oligochaeta,Quistadrilus multisetosus,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Quistradrilus,Oligochaeta,68793,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistradrilus,,,,,
Oligochaeta,Quistradrilus,FALSE,no,,Tubificinae,Tubificinae,subfamily,Quistradrilus,Oligochaeta,68793,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistradrilus,,,,,
Oligochaeta,Spirosperma,FALSE,no,,Tubificinae,Tubificinae,subfamily,Spirosperma,Oligochaeta,68780,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Spirosperma,,,,,
Oligochaeta,Spirosperma nikolskyi,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Spirosperma,Oligochaeta,68780,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Spirosperma,,,,,
Oligochaeta,Tubifex,FALSE,no,,Tubificinae,Tubificinae,subfamily,Tubifex,Oligochaeta,68622,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Tubifex,,,,,
Oligochaeta,Varichaetadrilus,FALSE,no,,Tubificinae,Tubificinae,subfamily,Varichaetadrilus,Oligochaeta,68812,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Varichaetadrilus,,,,,
Oligochaeta,Tubificidae,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Tubificinae,Oligochaeta,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,
Oligochaeta,Tubificina,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Tubificinae,Oligochaeta,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,
Oligochaeta,Tubificinae,FALSE,no,,Tubificinae,Tubificinae,subfamily,Tubificinae,Oligochaeta,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,
Oligochaeta,Tubificoid Naididae,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Tubificinae,Oligochaeta,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,
Oligochaeta,Tubificoid Naididae with hair chaetae,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Tubificinae,Oligochaeta,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,
Oligochaeta,Tubificoid Naididae without hair chaetae,FALSE,yes,,Tubificinae,Tubificinae,subfamily,Tubificinae,Oligochaeta,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,
Oligochaeta,Naididae,FALSE,no,,DNI,DNI,DNI,Naididae,Oligochaeta,68854,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,,,,,,,,,
