Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_BSTI.v2,OTU_MTTI,OTU_level,OTU_MetricCalc,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Ephemeroptera,Paraleptophlebia heteronea,FALSE,yes,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,genus,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
Ephemeroptera,Paraleptophlebia memorialis,FALSE,yes,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,genus,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
Ephemeroptera,Paraleptophlebia temporalis,FALSE,yes,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,genus,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
Ephemeroptera,Paraleptophlebia vaciva,FALSE,yes,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,genus,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,
Ephemeroptera,Neoleptophlebia bicornuta group,FALSE,yes,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,species group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia bicornuta,FALSE,yes,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,species group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia bicornuta group,FALSE,yes,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,species group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia Bicornuta Group,FALSE,no,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,species group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Paraleptophlebia with tusks,FALSE,yes,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,species group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,
Ephemeroptera,Traverella,FALSE,no,,DNI,DNI,DNI,Traverella,Traverella,101096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Traverella,,,,,
Ephemeroptera,Traverella albertana,FALSE,yes,,DNI,DNI,DNI,Traverella,Traverella,101096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Traverella,,,,,
Ephemeroptera,Leptophlebia,FALSE,yes,,DNI,DNI,DNI,Leptophlebiidae,Leptophlebiidae,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Ephemeroptera,Leptophlebiidae,FALSE,no,,DNI,DNI,DNI,Leptophlebiidae,Leptophlebiidae,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,
Ephemeroptera,Ephoron,FALSE,no,,DNI,DNI,DNI,Ephoron,Ephoron,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,
Ephemeroptera,Ephoron album,FALSE,yes,,DNI,DNI,DNI,Ephoron,Ephoron,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,
Ephemeroptera,Ameletus,FALSE,no,,Ameletus,Ameletus,genus,Ameletus,Ameletus,100996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ameletidae,,,,Ameletus,,,,,
Ephemeroptera,Ametropus,FALSE,no,,DNI,DNI,DNI,Ametropus,Ametropus,101074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ametropodidae,,,,Ametropus,,,,,
Ephemeroptera,Acentrella insignificans,FALSE,no,,DNI,Acentrella insignificans,species,Acentrella insignificans,Acentrella insignificans,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans
Ephemeroptera,Acentrella insignificans complex,FALSE,yes,,DNI,Acentrella insignificans,species,Acentrella insignificans,Acentrella insignificans,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans
Ephemeroptera,Acentrella turbida,FALSE,no,,Acentrella turbida,Acentrella turbida,species,Acentrella turbida,Acentrella turbida,568574,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,turbida
Ephemeroptera,Acentrella,FALSE,no,,DNI,DNI,DNI,Acentrella,Acentrella,100801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,
Ephemeroptera,Acerpenna pygmaea,FALSE,no,,DNI,DNI,DNI,Acerpenna pygmaea,Acerpenna pygmaea,206620,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,pygmaea
Ephemeroptera,Acerpenna,FALSE,no,,DNI,DNI,DNI,Acerpenna,Acerpenna,568546,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,
Ephemeroptera,Anafroptilum,FALSE,yes,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Anafroptilum/Neocloeon,FALSE,yes,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Anafroptilum/Neocloeon/Procloeon,FALSE,yes,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Anafroptilum/Procloeon,FALSE,no,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Centroptilum,FALSE,yes,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Centroptilum/Procloeon,FALSE,yes,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Procloeon,FALSE,yes,,Anafroptilum/Procloeon,Anafroptilum/Procloeon,genus,Anafroptilum/Procloeon,Anafroptilum/Procloeon,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,
Ephemeroptera,Apobaetis,FALSE,no,,DNI,DNI,DNI,Apobaetis,Apobaetis,100936,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Apobaetis,,,,,
Ephemeroptera,Baetis alius,FALSE,no,,Baetis alius,Baetis alius,species,Baetis alius,Baetis alius,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius
Ephemeroptera,Baetis flavistriga,FALSE,yes,,Baetis flavistriga complex,Baetis flavistriga complex,species complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis flavistriga complex,FALSE,no,,Baetis flavistriga complex,Baetis flavistriga complex,species complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Gr.,FALSE,yes,,Baetis flavistriga complex,Baetis flavistriga complex,species complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Group,FALSE,yes,,Baetis flavistriga complex,Baetis flavistriga complex,species complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis notos,FALSE,no,,Baetis notos,Baetis notos,species,Baetis notos,Baetis notos,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos
Ephemeroptera,Baetis bicaudatus,FALSE,yes,,Baetis bicaudatus complex,Baetis bicaudatus complex,species complex,Baetis bicaudatus complex,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis bicaudatus complex,FALSE,no,,Baetis bicaudatus complex,Baetis bicaudatus complex,species complex,Baetis bicaudatus complex,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis piscatoris,FALSE,yes,,Baetis piscatoris complex,Baetis piscatoris complex,species complex,Baetis piscatoris complex,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis piscatoris complex,FALSE,no,,Baetis piscatoris complex,Baetis piscatoris complex,species complex,Baetis piscatoris complex,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis tricaudatus,FALSE,yes,,Baetis tricaudatus complex,Baetis tricaudatus complex,species complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus complex,FALSE,no,,Baetis tricaudatus complex,Baetis tricaudatus complex,species complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus Group,FALSE,yes,,Baetis tricaudatus complex,Baetis tricaudatus complex,species complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis Rhodani Gr.,FALSE,yes,,DNI,Baetis Rhodani Group,species group,Baetis Rhodani Group,Baetis Rhodani Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis rhodani group,FALSE,yes,,DNI,Baetis Rhodani Group,species group,Baetis Rhodani Group,Baetis Rhodani Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis Rhodani Group,FALSE,no,,DNI,Baetis Rhodani Group,species group,Baetis Rhodani Group,Baetis Rhodani Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis,FALSE,no,,DNI,DNI,DNI,Baetis,Baetis,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
Ephemeroptera,Baetodes,FALSE,no,,DNI,DNI,DNI,Baetodes,Baetodes,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetodes tritus,FALSE,yes,,DNI,DNI,DNI,Baetodes,Baetodes,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetopus trishae,TRUE,NonTarget,Dubious ID eastern Taxon,DNI,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetopus,,,,,
Ephemeroptera,Callibaetis,FALSE,no,,DNI,Callibaetis,genus,Callibaetis,Callibaetis,100903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,
Ephemeroptera,Callibaetis fluctuans,FALSE,yes,,DNI,Callibaetis,genus,Callibaetis,Callibaetis,100904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,
Ephemeroptera,Camelobaetidius,FALSE,no,,DNI,DNI,DNI,Camelobaetidius,Camelobaetidius,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,
Ephemeroptera,Camelobaetidius warreni,FALSE,yes,,DNI,DNI,DNI,Camelobaetidius,Camelobaetidius,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,
Ephemeroptera,Diphetor,FALSE,yes,Single species in genus,Diphetor hageni,Diphetor hageni,species,Diphetor hageni,Diphetor hageni,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Diphetor hageni,FALSE,no,Single species in genus,Diphetor hageni,Diphetor hageni,species,Diphetor hageni,Diphetor hageni,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,
Ephemeroptera,Fallceon,FALSE,no,,DNI,Fallceon,genus,Fallceon,Fallceon,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,
Ephemeroptera,Fallceon quilleri,FALSE,yes,,DNI,Fallceon,genus,Fallceon,Fallceon,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,
Ephemeroptera,Heterocloeon,FALSE,no,,DNI,DNI,DNI,Heterocloeon,Heterocloeon,100794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Heterocloeon,,,,,
Ephemeroptera,Iswaeon,FALSE,no,,DNI,DNI,DNI,Iswaeon,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Iswaeon anoka,FALSE,yes,,DNI,DNI,DNI,Iswaeon,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Plauditus punctiventris,FALSE,yes,,DNI,DNI,DNI,Iswaeon,Iswaeon,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,
Ephemeroptera,Labiobaetis,FALSE,no,Current Nomenclature,Labiobaetis,Labiobaetis,genus,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis propinquus,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,genus,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Labiobaetis sonajuventus,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,genus,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Pseudocloeon,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,genus,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Pseudocloeon propinquum,FALSE,yes,Current Nomenclature,Labiobaetis,Labiobaetis,genus,Labiobaetis,Labiobaetis,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,
Ephemeroptera,Paracloeodes,FALSE,no,,DNI,DNI,DNI,Paracloeodes,Paracloeodes,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,
Ephemeroptera,Paracloeodes minutus,FALSE,yes,,DNI,DNI,DNI,Paracloeodes,Paracloeodes,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,
Ephemeroptera,Plauditus,FALSE,no,,DNI,DNI,DNI,Plauditus,Plauditus,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,
Ephemeroptera,Baetidae,FALSE,no,,DNI,DNI,DNI,Baetidae,Baetidae,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Diphetor/Fallceon,FALSE,yes,,DNI,DNI,DNI,Baetidae,Baetidae,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Afghanurus criddlei,FALSE,no,,Afghanurus,Afghanurus,genus,Afghanurus criddlei,Afghanurus criddlei,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei
Ephemeroptera,Ecdyonurus criddlei,FALSE,yes,,Afghanurus,Afghanurus,genus,Afghanurus criddlei,Afghanurus criddlei,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei
Ephemeroptera,Afghanurus,FALSE,no,,Afghanurus,Afghanurus,genus,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Ecdyonurus,FALSE,yes,,Afghanurus,Afghanurus,genus,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Ecdyonurus/Nixe,FALSE,yes,,Afghanurus,Afghanurus,genus,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Nixe,FALSE,yes,most PNW Nixe are Afghanurus,Afghanurus,Afghanurus,genus,Afghanurus,Afghanurus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,
Ephemeroptera,Cinygma,FALSE,no,,Cinygma,Cinygma,genus,Cinygma,Cinygma,100598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygma,,,,,
Ephemeroptera,Cinygmula,FALSE,no,,Cinygmula,Cinygmula,genus,Cinygmula,Cinygmula,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,
Ephemeroptera,Cinygmula par,FALSE,yes,,Cinygmula,Cinygmula,genus,Cinygmula,Cinygmula,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,
Ephemeroptera,Epeorus albertae,FALSE,yes,Formatting,Epeorus Albertae Group,Epeorus Albertae Group,species group,Epeorus Albertae Group,Epeorus Albertae Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus albertae group,FALSE,yes,Formatting,Epeorus Albertae Group,Epeorus Albertae Group,species group,Epeorus Albertae Group,Epeorus Albertae Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus Albertae Group,FALSE,no,Formatting,Epeorus Albertae Group,Epeorus Albertae Group,species group,Epeorus Albertae Group,Epeorus Albertae Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,
Ephemeroptera,Epeorus grandis,FALSE,yes,Formatting,Epeorus Grandis Group,Epeorus Grandis Group,species group,Epeorus Grandis Group,Epeorus Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis group,FALSE,yes,Formatting,Epeorus Grandis Group,Epeorus Grandis Group,species group,Epeorus Grandis Group,Epeorus Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus Grandis Group,FALSE,no,Formatting,Epeorus Grandis Group,Epeorus Grandis Group,species group,Epeorus Grandis Group,Epeorus Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis/permagnus,FALSE,yes,Formatting,Epeorus Grandis Group,Epeorus Grandis Group,species group,Epeorus Grandis Group,Epeorus Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus grandis/permagnus gr.,FALSE,yes,Formatting,Epeorus Grandis Group,Epeorus Grandis Group,species group,Epeorus Grandis Group,Epeorus Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,
Ephemeroptera,Epeorus longimanus,FALSE,no,Formatting,Epeorus longimanus,Epeorus longimanus,species,Epeorus longimanus,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus longimanus group,FALSE,yes,Formatting,Epeorus longimanus,Epeorus longimanus,species,Epeorus longimanus,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
Ephemeroptera,Epeorus Longimanus Group,FALSE,yes,Formatting,Epeorus longimanus,Epeorus longimanus,species,Epeorus longimanus,Epeorus longimanus,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus
