UniqueID_v2,ni_total,nt_total,nt_ti_stenocold,nt_ti_cold,nt_ti_cool,nt_ti_warm,nt_ti_stenowarm,nt_ti_eury,nt_ti_cowa,nt_ti_na,nt_ti_stenocold_cold,nt_ti_stenocold_cold_cool,nt_ti_cowa_warm_stenowarm,nt_ti_warm_stenowarm,pi_ti_stenocold,pi_ti_cold,pi_ti_cool,pi_ti_warm,pi_ti_stenowarm,pi_ti_eury,pi_ti_cowa,pi_ti_na,pi_ti_stenocold_cold,pi_ti_stenocold_cold_cool,pi_ti_cowa_warm_stenowarm,pi_ti_warm_stenowarm,pt_ti_stenocold,pt_ti_cold,pt_ti_cool,pt_ti_warm,pt_ti_stenowarm,pt_ti_eury,pt_ti_cowa,pt_ti_na,pt_ti_stenocold_cold,pt_ti_stenocold_cold_cool,pt_ti_cowa_warm_stenowarm,pt_ti_warm_stenowarm
BDB-000026297_1,1027,46,1,6,17,6,0,11,5,0,7,24,11,6,1.752677702,3.505355404,22.20058423,1.265822785,0,60.95423564,10.32132425,0,5.258033106,27.45861733,11.58714703,1.265822785,2.173913043,13.04347826,36.95652174,13.04347826,0,23.91304348,10.86956522,0,15.2173913,52.17391304,23.91304348,13.04347826
BDB-000026303_1,980,47,0,2,12,13,0,12,6,2,2,14,19,13,0,0.204081633,18.36734694,11.93877551,0,53.67346939,13.87755102,1.93877551,0.204081633,18.57142857,25.81632653,11.93877551,0,4.255319149,25.53191489,27.65957447,0,25.53191489,12.76595745,4.255319149,4.255319149,29.78723404,40.42553191,27.65957447
BDB-000026311_1,240,20,0,0,2,8,1,5,2,2,0,2,11,9,0,0,2.083333333,73.33333333,0.416666667,17.91666667,5,1.25,0,2.083333333,78.75,73.75,0,0,10,40,5,25,10,10,0,10,55,45
BDB-000026321_1,1288,27,1,1,10,4,0,6,4,1,2,12,8,4,0.776397516,0.465838509,9.704968944,2.01863354,0,81.59937888,5.124223602,0.310559006,1.242236025,10.94720497,7.142857143,2.01863354,3.703703704,3.703703704,37.03703704,14.81481481,0,22.22222222,14.81481481,3.703703704,7.407407407,44.44444444,29.62962963,14.81481481
BDB-000026327_1,781,40,0,0,12,13,0,10,4,1,0,12,17,13,0,0,4.993597951,52.62483995,0,21.25480154,20.87067862,0.256081946,0,4.993597951,73.49551857,52.62483995,0,0,30,32.5,0,25,10,2.5,0,30,42.5,32.5
BDB-000026337_1,557,23,0,1,6,6,0,7,3,0,1,7,9,6,0,0.179533214,16.15798923,12.02872531,0,65.52962298,6.104129264,0,0.179533214,16.33752244,18.13285458,12.02872531,0,4.347826087,26.08695652,26.08695652,0,30.43478261,13.04347826,0,4.347826087,30.43478261,39.13043478,26.08695652
BDB-000026797_1,350,21,0,0,0,8,6,5,2,0,0,0,16,14,0,0,0,48,16.57142857,22,13.42857143,0,0,0,78,64.57142857,0,0,0,38.0952381,28.57142857,23.80952381,9.523809524,0,0,0,76.19047619,66.66666667
BDB-000026803_1,160,23,0,1,1,10,0,7,4,0,1,2,14,10,0,0.625,0.625,27.5,0,64.375,6.875,0,0.625,1.25,34.375,27.5,0,4.347826087,4.347826087,43.47826087,0,30.43478261,17.39130435,0,4.347826087,8.695652174,60.86956522,43.47826087
BDB-000026816_1,520,31,0,2,11,5,0,11,2,0,2,13,7,5,0,0.384615385,22.30769231,5.769230769,0,67.11538462,4.423076923,0,0.384615385,22.69230769,10.19230769,5.769230769,0,6.451612903,35.48387097,16.12903226,0,35.48387097,6.451612903,0,6.451612903,41.93548387,22.58064516,16.12903226
BDB-000026817_1,229,28,1,4,10,2,0,8,1,2,5,15,3,2,4.80349345,4.80349345,50.65502183,1.310043668,0,36.68122271,0.873362445,0.873362445,9.6069869,60.26200873,2.183406114,1.310043668,3.571428571,14.28571429,35.71428571,7.142857143,0,28.57142857,3.571428571,7.142857143,17.85714286,53.57142857,10.71428571,7.142857143
BDB-000026820_1,214,28,0,0,6,8,0,10,3,1,0,6,11,8,0,0,5.140186916,19.62616822,0,54.6728972,20.09345794,0.46728972,0,5.140186916,39.71962617,19.62616822,0,0,21.42857143,28.57142857,0,35.71428571,10.71428571,3.571428571,0,21.42857143,39.28571429,28.57142857
BDB-000026823_1,300,18,0,0,1,7,2,5,2,1,0,1,11,9,0,0,0.333333333,25.33333333,1,32.33333333,30,11,0,0.333333333,56.33333333,26.33333333,0,0,5.555555556,38.88888889,11.11111111,27.77777778,11.11111111,5.555555556,0,5.555555556,61.11111111,50
BDB-000027010_1,341,34,0,0,5,15,2,9,3,0,0,5,20,17,0,0,4.105571848,62.17008798,6.744868035,25.21994135,1.759530792,0,0,4.105571848,70.6744868,68.91495601,0,0,14.70588235,44.11764706,5.882352941,26.47058824,8.823529412,0,0,14.70588235,58.82352941,50
BDB-000028669_1,634,26,0,0,0,15,3,7,1,0,0,0,19,18,0,0,0,24.92113565,4.889589905,67.98107256,2.208201893,0,0,0,32.01892744,29.81072555,0,0,0,57.69230769,11.53846154,26.92307692,3.846153846,0,0,0,73.07692308,69.23076923
BDB-000028670_1,1608,39,0,0,1,18,10,7,2,1,0,1,30,28,0,0,0.062189055,62.81094527,9.390547264,24.56467662,2.922885572,0.248756219,0,0.062189055,75.12437811,72.20149254,0,0,2.564102564,46.15384615,25.64102564,17.94871795,5.128205128,2.564102564,0,2.564102564,76.92307692,71.79487179
BDB-000028671_1,1014,33,0,0,2,17,3,9,1,1,0,2,21,20,0,0,0.986193294,48.12623274,4.339250493,46.35108481,0.098619329,0.098619329,0,0.986193294,52.56410256,52.46548323,0,0,6.060606061,51.51515152,9.090909091,27.27272727,3.03030303,3.03030303,0,6.060606061,63.63636364,60.60606061
BDB-000028672_1,574,24,0,0,0,14,4,3,2,1,0,0,20,18,0,0,0,50,17.59581882,28.22299652,1.742160279,2.43902439,0,0,69.33797909,67.59581882,0,0,0,58.33333333,16.66666667,12.5,8.333333333,4.166666667,0,0,83.33333333,75
BDB-000028673_1,1135,39,0,0,0,23,7,5,2,2,0,0,32,30,0,0,0,31.62995595,15.85903084,36.03524229,13.83259912,2.643171806,0,0,61.3215859,47.48898678,0,0,0,58.97435897,17.94871795,12.82051282,5.128205128,5.128205128,0,0,82.05128205,76.92307692
BDB-000028675_1,1762,31,0,0,0,18,6,4,1,2,0,0,25,24,0,0,0,53.80249716,21.96367764,23.49602724,0.56753689,0.170261067,0,0,76.33371169,75.7661748,0,0,0,58.06451613,19.35483871,12.90322581,3.225806452,6.451612903,0,0,80.64516129,77.41935484
BDB-000028686_1,418,29,0,0,1,15,3,8,1,1,0,1,19,18,0,0,0.23923445,68.66028708,11.48325359,16.74641148,2.631578947,0.23923445,0,0.23923445,82.77511962,80.14354067,0,0,3.448275862,51.72413793,10.34482759,27.5862069,3.448275862,3.448275862,0,3.448275862,65.51724138,62.06896552
BDB-000028695_1,762,46,0,0,4,23,4,10,5,0,0,4,32,27,0,0,1.443569554,35.03937008,12.4671916,47.90026247,3.149606299,0,0,1.443569554,50.65616798,47.50656168,0,0,8.695652174,50,8.695652174,21.73913043,10.86956522,0,0,8.695652174,69.56521739,58.69565217
BDB-000031948_1,408,25,0,0,5,8,2,8,2,0,0,5,12,10,0,0,12.25490196,42.40196078,1.225490196,36.76470588,7.352941176,0,0,12.25490196,50.98039216,43.62745098,0,0,20,32,8,32,8,0,0,20,48,40
BDB-000031950_1,339,28,0,0,7,6,1,9,5,0,0,7,12,7,0,0,12.38938053,14.45427729,2.654867257,60.76696165,9.734513274,0,0,12.38938053,26.84365782,17.10914454,0,0,25,21.42857143,3.571428571,32.14285714,17.85714286,0,0,25,42.85714286,25
BDB-000031951_1,341,23,0,0,4,9,1,7,2,0,0,4,12,10,0,0,23.75366569,34.60410557,2.346041056,20.52785924,18.76832845,0,0,23.75366569,55.71847507,36.95014663,0,0,17.39130435,39.13043478,4.347826087,30.43478261,8.695652174,0,0,17.39130435,52.17391304,43.47826087
BDB-000031957_1,366,31,0,0,9,10,1,6,5,0,0,9,16,11,0,0,19.67213115,36.8852459,2.732240437,35.79234973,4.918032787,0,0,19.67213115,44.53551913,39.61748634,0,0,29.03225806,32.25806452,3.225806452,19.35483871,16.12903226,0,0,29.03225806,51.61290323,35.48387097
BDB-000032473_1,354,32,0,0,7,11,1,8,5,0,0,7,17,12,0,0,19.7740113,42.65536723,1.129943503,30.2259887,6.214689266,0,0,19.7740113,50,43.78531073,0,0,21.875,34.375,3.125,25,15.625,0,0,21.875,53.125,37.5
BDB-000032474_1,329,24,0,0,0,10,4,8,1,1,0,0,15,14,0,0,0,47.41641337,2.73556231,35.8662614,13.67781155,0.303951368,0,0,63.82978723,50.15197568,0,0,0,41.66666667,16.66666667,33.33333333,4.166666667,4.166666667,0,0,62.5,58.33333333
BDB-000032479_1,368,27,0,0,1,13,3,9,1,0,0,1,17,16,0,0,1.902173913,27.44565217,14.13043478,41.57608696,14.94565217,0,0,1.902173913,56.52173913,41.57608696,0,0,3.703703704,48.14814815,11.11111111,33.33333333,3.703703704,0,0,3.703703704,62.96296296,59.25925926
BDB-000032480_1,367,38,0,0,3,18,2,9,6,0,0,3,26,20,0,0,3.542234332,50.13623978,19.34604905,19.34604905,7.629427793,0,0,3.542234332,77.11171662,69.48228883,0,0,7.894736842,47.36842105,5.263157895,23.68421053,15.78947368,0,0,7.894736842,68.42105263,52.63157895
BDB-000032481_1,355,24,0,0,3,10,2,6,3,0,0,3,15,12,0,0,3.943661972,61.69014085,7.042253521,20.84507042,6.478873239,0,0,3.943661972,75.21126761,68.73239437,0,0,12.5,41.66666667,8.333333333,25,12.5,0,0,12.5,62.5,50
BDB-000032484_1,367,29,0,0,2,13,5,7,1,1,0,2,19,18,0,0,0.544959128,25.34059946,4.904632153,34.0599455,34.60490463,0.544959128,0,0.544959128,64.85013624,30.24523161,0,0,6.896551724,44.82758621,17.24137931,24.13793103,3.448275862,3.448275862,0,6.896551724,65.51724138,62.06896552
BDB-000032486_1,332,24,0,0,1,13,3,6,1,0,0,1,17,16,0,0,0.602409639,59.3373494,11.14457831,24.09638554,4.819277108,0,0,0.602409639,75.30120482,70.48192771,0,0,4.166666667,54.16666667,12.5,25,4.166666667,0,0,4.166666667,70.83333333,66.66666667
BDB-000032487_1,337,31,0,0,3,13,7,5,3,0,0,3,23,20,0,0,2.670623145,42.43323442,27.89317507,24.33234421,2.670623145,0,0,2.670623145,72.99703264,70.3264095,0,0,9.677419355,41.93548387,22.58064516,16.12903226,9.677419355,0,0,9.677419355,74.19354839,64.51612903
BDB-000033298_1,939,42,0,1,6,17,4,9,2,3,1,7,23,21,0,0.212992545,4.04685836,46.11288605,1.810436635,19.59531416,27.68903088,0.532481363,0.212992545,4.259850905,75.61235357,47.92332268,0,2.380952381,14.28571429,40.47619048,9.523809524,21.42857143,4.761904762,7.142857143,2.380952381,16.66666667,54.76190476,50
BDB-000033300_1,992,32,0,0,2,14,5,5,4,2,0,2,23,19,0,0,0.60483871,4.133064516,5.846774194,8.165322581,80.84677419,0.403225806,0,0.60483871,90.8266129,9.97983871,0,0,6.25,43.75,15.625,15.625,12.5,6.25,0,6.25,71.875,59.375
BDB-000033301_1,331,28,0,0,0,16,3,5,1,3,0,0,20,19,0,0,0,28.39879154,16.01208459,31.11782477,18.12688822,6.344410876,0,0,62.53776435,44.41087613,0,0,0,57.14285714,10.71428571,17.85714286,3.571428571,10.71428571,0,0,71.42857143,67.85714286
BDB-000033302_1,163,33,0,2,5,13,0,7,5,1,2,7,18,13,0,5.521472393,7.36196319,26.3803681,0,51.53374233,7.36196319,1.840490798,5.521472393,12.88343558,33.74233129,26.3803681,0,6.060606061,15.15151515,39.39393939,0,21.21212121,15.15151515,3.03030303,6.060606061,21.21212121,54.54545455,39.39393939
BDB-000033303_1,1421,66,0,3,20,18,0,12,12,1,3,23,30,18,0,7.459535538,28.07881773,11.11893033,0,37.01618578,16.11541168,0.21111893,7.459535538,35.53835327,27.23434201,11.11893033,0,4.545454545,30.3030303,27.27272727,0,18.18181818,18.18181818,1.515151515,4.545454545,34.84848485,45.45454545,27.27272727
BDB-000033304_1,1001,36,0,1,0,15,4,10,2,4,1,1,21,19,0,0.0999001,0,53.64635365,15.88411588,5.294705295,24.07592408,0.999000999,0.0999001,0.0999001,93.60639361,69.53046953,0,2.777777778,0,41.66666667,11.11111111,27.77777778,5.555555556,11.11111111,2.777777778,2.777777778,58.33333333,52.77777778
BDB-000033305_1,1452,37,0,0,1,16,8,7,1,4,0,1,25,24,0,0,0.068870523,34.50413223,21.55647383,40.15151515,2.479338843,1.239669421,0,0.068870523,58.5399449,56.06060606,0,0,2.702702703,43.24324324,21.62162162,18.91891892,2.702702703,10.81081081,0,2.702702703,67.56756757,64.86486486
BDB-000033307_1,535,46,0,0,5,21,5,7,4,4,0,5,30,26,0,0,4.859813084,40.18691589,4.485981308,34.39252336,14.01869159,2.056074766,0,4.859813084,58.69158879,44.6728972,0,0,10.86956522,45.65217391,10.86956522,15.2173913,8.695652174,8.695652174,0,10.86956522,65.2173913,56.52173913
BDB-000033308_1,1310,39,0,1,10,13,0,8,7,0,1,11,20,13,0,8.702290076,22.36641221,18.32061069,0,17.2519084,33.35877863,0,8.702290076,31.06870229,51.67938931,18.32061069,0,2.564102564,25.64102564,33.33333333,0,20.51282051,17.94871795,0,2.564102564,28.20512821,51.28205128,33.33333333
BDB-000033309_1,1154,47,0,1,7,17,2,11,9,0,1,8,28,19,0,0.173310225,7.019064125,12.39168111,0.693240901,25.64991334,54.07279029,0,0.173310225,7.19237435,67.15771231,13.08492201,0,2.127659574,14.89361702,36.17021277,4.255319149,23.40425532,19.14893617,0,2.127659574,17.0212766,59.57446809,40.42553191
BDB-000033310_1,764,46,0,0,6,17,2,9,6,6,0,6,25,19,0,0,5.759162304,22.2513089,7.460732984,26.04712042,37.43455497,1.047120419,0,5.759162304,67.14659686,29.71204188,0,0,13.04347826,36.95652174,4.347826087,19.56521739,13.04347826,13.04347826,0,13.04347826,54.34782609,41.30434783
BDB-000033312_1,313,28,0,0,4,13,0,9,1,1,0,4,14,13,0,0,4.47284345,37.69968051,0,13.73801917,26.19808307,17.8913738,0,4.47284345,63.89776358,37.69968051,0,0,14.28571429,46.42857143,0,32.14285714,3.571428571,3.571428571,0,14.28571429,50,46.42857143
BDB-000033316_1,677,44,0,2,16,5,1,15,4,1,2,18,10,6,0,0.443131462,21.86115214,1.920236337,0.147710487,73.11669129,2.363367799,0.147710487,0.443131462,22.3042836,4.431314623,2.067946824,0,4.545454545,36.36363636,11.36363636,2.272727273,34.09090909,9.090909091,2.272727273,4.545454545,40.90909091,22.72727273,13.63636364
BDB-000033318_1,226,29,0,0,1,21,0,3,0,4,0,1,21,21,0,0,0.442477876,87.61061947,0,5.752212389,0,6.194690265,0,0.442477876,87.61061947,87.61061947,0,0,3.448275862,72.4137931,0,10.34482759,0,13.79310345,0,3.448275862,72.4137931,72.4137931
BDB-000033319_1,621,31,0,1,6,10,1,10,3,0,1,7,14,11,0,14.49275362,2.737520129,27.85829308,0.805152979,19.00161031,35.10466989,0,14.49275362,17.23027375,63.76811594,28.66344605,0,3.225806452,19.35483871,32.25806452,3.225806452,32.25806452,9.677419355,0,3.225806452,22.58064516,45.16129032,35.48387097
BDB-000033324_1,376,43,0,3,14,3,0,12,10,1,3,17,13,3,0,2.127659574,26.86170213,2.127659574,0,59.84042553,8.776595745,0.265957447,2.127659574,28.9893617,10.90425532,2.127659574,0,6.976744186,32.55813953,6.976744186,0,27.90697674,23.25581395,2.325581395,6.976744186,39.53488372,30.23255814,6.976744186
BDB-000041234_1,350,24,0,1,3,8,2,6,4,0,1,4,14,10,0,0.285714286,1.714285714,74.28571429,5.428571429,15.42857143,2.857142857,0,0.285714286,2,82.57142857,79.71428571,0,4.166666667,12.5,33.33333333,8.333333333,25,16.66666667,0,4.166666667,16.66666667,58.33333333,41.66666667
BDB-000041606_1,366,40,0,0,6,17,4,9,4,0,0,6,25,21,0,0,8.743169399,61.20218579,14.48087432,13.38797814,2.18579235,0,0,8.743169399,77.86885246,75.68306011,0,0,15,42.5,10,22.5,10,0,0,15,62.5,52.5
BDB-000041933_1,346,40,0,0,7,12,1,13,7,0,0,7,20,13,0,0.289017341,6.069364162,36.41618497,0.289017341,36.12716763,20.80924855,0,0.289017341,6.358381503,57.51445087,36.70520231,0,0,17.5,30,2.5,32.5,17.5,0,0,17.5,50,32.5
BDB-000041944_1,311,27,0,0,3,14,3,4,3,0,0,3,20,17,0,0,4.823151125,54.34083601,14.79099678,21.54340836,4.501607717,0,0,4.823151125,73.63344051,69.1318328,0,0,11.11111111,51.85185185,11.11111111,14.81481481,11.11111111,0,0,11.11111111,74.07407407,62.96296296
BDB-000041967_1,342,41,0,1,9,13,0,9,9,0,1,10,22,13,0,0.292397661,16.95906433,37.13450292,0,34.21052632,11.40350877,0,0.292397661,17.25146199,48.5380117,37.13450292,0,2.43902439,21.95121951,31.70731707,0,21.95121951,21.95121951,0,2.43902439,24.3902439,53.65853659,31.70731707
BDB-000042673_1,325,24,0,0,1,12,2,7,1,1,0,1,15,14,0,0,0.307692308,73.84615385,0.615384615,21.53846154,3.384615385,0.307692308,0,0.307692308,77.84615385,74.46153846,0,0,4.166666667,50,8.333333333,29.16666667,4.166666667,4.166666667,0,4.166666667,62.5,58.33333333
BDB-000042865_1,343,24,0,0,1,11,4,7,1,0,0,1,16,15,0,0,0.29154519,46.06413994,5.539358601,18.65889213,29.44606414,0,0,0.29154519,81.04956268,51.60349854,0,0,4.166666667,45.83333333,16.66666667,29.16666667,4.166666667,0,0,4.166666667,66.66666667,62.5
BDB-000042877_1,345,29,0,0,4,15,3,4,2,1,0,4,20,18,0,0,11.30434783,59.13043478,4.347826087,22.60869565,2.31884058,0.289855072,0,11.30434783,65.79710145,63.47826087,0,0,13.79310345,51.72413793,10.34482759,13.79310345,6.896551724,3.448275862,0,13.79310345,68.96551724,62.06896552
BDB-000043226_1,396,30,0,0,2,12,7,5,4,0,0,2,23,19,0,0,3.03030303,32.07070707,13.38383838,43.68686869,7.828282828,0,0,3.03030303,53.28282828,45.45454545,0,0,6.666666667,40,23.33333333,16.66666667,13.33333333,0,0,6.666666667,76.66666667,63.33333333
BDB-000043227_1,349,45,0,0,5,19,2,13,6,0,0,5,27,21,0,0,13.46704871,52.14899713,7.163323782,19.77077364,7.449856734,0,0,13.46704871,66.76217765,59.31232092,0,0,11.11111111,42.22222222,4.444444444,28.88888889,13.33333333,0,0,11.11111111,60,46.66666667
BDB-000043777_1,314,31,0,0,1,15,4,10,1,0,0,1,20,19,0,0,0.318471338,60.50955414,3.821656051,34.07643312,1.27388535,0,0,0.318471338,65.60509554,64.33121019,0,0,3.225806452,48.38709677,12.90322581,32.25806452,3.225806452,0,0,3.225806452,64.51612903,61.29032258
BDB-000043784_1,334,27,0,0,0,15,5,4,1,2,0,0,21,20,0,0,0,71.55688623,14.97005988,11.9760479,0.898203593,0.598802395,0,0,87.4251497,86.52694611,0,0,0,55.55555556,18.51851852,14.81481481,3.703703704,7.407407407,0,0,77.77777778,74.07407407
BDB-000043785_1,345,33,0,0,2,14,7,7,3,0,0,2,24,21,0,0,3.47826087,55.07246377,15.94202899,17.97101449,7.536231884,0,0,3.47826087,78.55072464,71.01449275,0,0,6.060606061,42.42424242,21.21212121,21.21212121,9.090909091,0,0,6.060606061,72.72727273,63.63636364
BDB-000047458_1,356,28,0,0,0,15,2,8,1,2,0,0,18,17,0,0,0,82.02247191,1.404494382,7.865168539,0.280898876,8.426966292,0,0,83.70786517,83.42696629,0,0,0,53.57142857,7.142857143,28.57142857,3.571428571,7.142857143,0,0,64.28571429,60.71428571
BDB-000047463_1,672,34,0,0,0,18,3,5,3,5,0,0,24,21,0,0,0,61.9047619,12.35119048,6.101190476,18.00595238,1.636904762,0,0,92.26190476,74.25595238,0,0,0,52.94117647,8.823529412,14.70588235,8.823529412,14.70588235,0,0,70.58823529,61.76470588
BDB-000047596_1,327,24,0,0,4,8,1,8,3,0,0,4,12,9,0,0,2.752293578,8.256880734,30.58103976,56.57492355,1.834862385,0,0,2.752293578,40.67278287,38.83792049,0,0,16.66666667,33.33333333,4.166666667,33.33333333,12.5,0,0,16.66666667,50,37.5
BDB-000047600_1,361,37,0,0,10,10,1,10,6,0,0,10,17,11,0,0,14.95844875,16.06648199,11.63434903,42.93628809,14.40443213,0,0,14.95844875,42.10526316,27.70083102,0,0,27.02702703,27.02702703,2.702702703,27.02702703,16.21621622,0,0,27.02702703,45.94594595,29.72972973
BDB-000047601_1,331,33,0,0,8,13,0,5,7,0,0,8,20,13,0,0,21.75226586,13.59516616,0,43.20241692,21.45015106,0,0,21.75226586,35.04531722,13.59516616,0,0,24.24242424,39.39393939,0,15.15151515,21.21212121,0,0,24.24242424,60.60606061,39.39393939
BDB-000047827_1,381,33,0,0,3,15,1,10,4,0,0,3,20,16,0,0,1.57480315,19.68503937,26.24671916,23.62204724,28.87139108,0,0,1.57480315,74.80314961,45.93175853,0,0,9.090909091,45.45454545,3.03030303,30.3030303,12.12121212,0,0,9.090909091,60.60606061,48.48484848
BDB-000047829_1,322,32,0,0,6,9,3,9,5,0,0,6,17,12,0,0,13.04347826,20.49689441,13.97515528,38.81987578,13.66459627,0,0,13.04347826,48.13664596,34.47204969,0,0,18.75,28.125,9.375,28.125,15.625,0,0,18.75,53.125,37.5
BDB-000047830_1,373,32,0,0,5,12,1,5,9,0,0,5,22,13,0,0,12.33243968,31.90348525,19.83914209,22.78820375,13.13672922,0,0,12.33243968,64.87935657,51.74262735,0,0,15.625,37.5,3.125,15.625,28.125,0,0,15.625,68.75,40.625
BDB-000047833_1,313,26,0,0,1,14,1,7,3,0,0,1,18,15,0,0,0.319488818,31.30990415,0.638977636,39.2971246,28.43450479,0,0,0.319488818,60.38338658,31.94888179,0,0,3.846153846,53.84615385,3.846153846,26.92307692,11.53846154,0,0,3.846153846,69.23076923,57.69230769
BDB-000047834_1,311,35,0,0,17,4,0,9,5,0,0,17,9,4,0,0,27.97427653,35.69131833,0,25.40192926,10.93247588,0,0,27.97427653,46.62379421,35.69131833,0,0,48.57142857,11.42857143,0,25.71428571,14.28571429,0,0,48.57142857,25.71428571,11.42857143
BDB-000047837_1,364,27,0,0,6,8,1,6,6,0,0,6,15,9,0,0,20.05494505,28.2967033,0.274725275,20.87912088,30.49450549,0,0,20.05494505,59.06593407,28.57142857,0,0,22.22222222,29.62962963,3.703703704,22.22222222,22.22222222,0,0,22.22222222,55.55555556,33.33333333
BDB-000047993_1,315,28,0,0,4,12,0,8,4,0,0,4,16,12,0,0,10.15873016,46.98412698,0,14.6031746,28.25396825,0,0,10.15873016,75.23809524,46.98412698,0,0,14.28571429,42.85714286,0,28.57142857,14.28571429,0,0,14.28571429,57.14285714,42.85714286
BDB-000047996_1,323,30,0,0,1,15,1,10,3,0,0,1,19,16,0,0,0.619195046,43.03405573,36.22291022,13.00309598,7.120743034,0,0,0.619195046,86.37770898,79.25696594,0,0,3.333333333,50,3.333333333,33.33333333,10,0,0,3.333333333,63.33333333,53.33333333
BDB-000048000_1,377,28,0,0,5,10,1,5,7,0,0,5,18,11,0,0,25.19893899,25.19893899,23.87267905,19.8938992,5.835543767,0,0,25.19893899,54.9071618,49.07161804,0,0,17.85714286,35.71428571,3.571428571,17.85714286,25,0,0,17.85714286,64.28571429,39.28571429
BDB-000048002_1,371,35,0,0,5,12,0,11,5,2,0,5,17,12,0,0,8.894878706,30.45822102,0,44.74393531,15.3638814,0.539083558,0,8.894878706,45.82210243,30.45822102,0,0,14.28571429,34.28571429,0,31.42857143,14.28571429,5.714285714,0,14.28571429,48.57142857,34.28571429
BDB-000048203_1,309,25,0,0,3,11,1,5,5,0,0,3,17,12,0,0,21.03559871,37.54045307,3.883495146,23.62459547,13.91585761,0,0,21.03559871,55.33980583,41.42394822,0,0,12,44,4,20,20,0,0,12,68,48
BDB-000048207_1,357,32,0,0,6,11,1,9,5,0,0,6,17,12,0,0,9.523809524,21.00840336,9.523809524,30.81232493,29.13165266,0,0,9.523809524,59.66386555,30.53221289,0,0,18.75,34.375,3.125,28.125,15.625,0,0,18.75,53.125,37.5
BDB-000048554_1,358,30,0,3,14,2,0,8,3,0,3,17,5,2,0,1.675977654,68.99441341,1.117318436,0,22.62569832,5.586592179,0,1.675977654,70.67039106,6.703910615,1.117318436,0,10,46.66666667,6.666666667,0,26.66666667,10,0,10,56.66666667,16.66666667,6.666666667
BDB-000048556_1,339,34,0,0,8,5,0,13,6,2,0,8,11,5,0,0,43.36283186,12.38938053,0,19.1740413,24.48377581,0.589970501,0,43.36283186,36.87315634,12.38938053,0,0,23.52941176,14.70588235,0,38.23529412,17.64705882,5.882352941,0,23.52941176,32.35294118,14.70588235
BDB-000049311_1,349,39,0,0,15,6,0,13,5,0,0,15,11,6,0,0,29.51289398,3.151862464,0,36.10315186,31.23209169,0,0,29.51289398,34.38395415,3.151862464,0,0,38.46153846,15.38461538,0,33.33333333,12.82051282,0,0,38.46153846,28.20512821,15.38461538
BDB-000049679_1,400,23,0,0,7,5,0,7,4,0,0,7,9,5,0,0,15,17.25,0,45.75,22,0,0,15,39.25,17.25,0,0,30.43478261,21.73913043,0,30.43478261,17.39130435,0,0,30.43478261,39.13043478,21.73913043
BDB-000049689_1,342,41,0,1,13,8,0,12,7,0,1,14,15,8,0,1.169590643,29.8245614,12.28070175,0,35.96491228,20.76023392,0,1.169590643,30.99415205,33.04093567,12.28070175,0,2.43902439,31.70731707,19.51219512,0,29.26829268,17.07317073,0,2.43902439,34.14634146,36.58536585,19.51219512
BDB-000049694_1,371,25,0,0,1,10,1,8,4,1,0,1,15,11,0,0,0.539083558,67.9245283,0.269541779,24.79784367,6.199460916,0.269541779,0,0.539083558,74.393531,68.19407008,0,0,4,40,4,32,16,4,0,4,60,44
BDB-000049695_1,392,35,0,0,6,14,1,10,4,0,0,6,19,15,0,0,8.163265306,44.13265306,9.183673469,25.76530612,12.75510204,0,0,8.163265306,66.07142857,53.31632653,0,0,17.14285714,40,2.857142857,28.57142857,11.42857143,0,0,17.14285714,54.28571429,42.85714286
BDB-000049701_1,341,34,0,2,9,13,0,7,3,0,2,11,16,13,0,0.586510264,8.504398827,18.76832845,0,45.74780059,26.39296188,0,0.586510264,9.090909091,45.16129032,18.76832845,0,5.882352941,26.47058824,38.23529412,0,20.58823529,8.823529412,0,5.882352941,32.35294118,47.05882353,38.23529412
BDB-000051372_1,363,27,0,0,2,9,2,10,3,1,0,2,14,11,0,0,1.101928375,19.83471074,53.71900826,20.11019284,4.683195592,0.550964187,0,1.101928375,78.2369146,73.55371901,0,0,7.407407407,33.33333333,7.407407407,37.03703704,11.11111111,3.703703704,0,7.407407407,51.85185185,40.74074074
BDB-000051397_1,390,49,0,0,10,14,2,13,9,1,0,10,25,16,0,0,17.43589744,19.48717949,0.769230769,49.74358974,12.30769231,0.256410256,0,17.43589744,32.56410256,20.25641026,0,0,20.40816327,28.57142857,4.081632653,26.53061224,18.36734694,2.040816327,0,20.40816327,51.02040816,32.65306122
BDB-000053153_1,357,30,0,0,2,14,2,8,1,3,0,2,17,16,0,0,0.56022409,81.232493,2.521008403,4.761904762,8.1232493,2.801120448,0,0.56022409,91.8767507,83.7535014,0,0,6.666666667,46.66666667,6.666666667,26.66666667,3.333333333,10,0,6.666666667,56.66666667,53.33333333
BDB-000053715_1,381,42,0,0,10,15,1,11,5,0,0,10,21,16,0,0,12.33595801,18.8976378,1.312335958,56.43044619,11.02362205,0,0,12.33595801,31.2335958,20.20997375,0,0,23.80952381,35.71428571,2.380952381,26.19047619,11.9047619,0,0,23.80952381,50,38.0952381
