UniqueID_v2,ni_total,nt_total,nt_ti_stenocold,nt_ti_cold,nt_ti_cool,nt_ti_warm,nt_ti_stenowarm,nt_ti_eury,nt_ti_cowa,nt_ti_na,nt_ti_stenocold_cold,nt_ti_stenocold_cold_cool,nt_ti_cowa_warm_stenowarm,nt_ti_warm_stenowarm,pi_ti_stenocold,pi_ti_cold,pi_ti_cool,pi_ti_warm,pi_ti_stenowarm,pi_ti_eury,pi_ti_cowa,pi_ti_na,pi_ti_stenocold_cold,pi_ti_stenocold_cold_cool,pi_ti_cowa_warm_stenowarm,pi_ti_warm_stenowarm,pt_ti_stenocold,pt_ti_cold,pt_ti_cool,pt_ti_warm,pt_ti_stenowarm,pt_ti_eury,pt_ti_cowa,pt_ti_na,pt_ti_stenocold_cold,pt_ti_stenocold_cold_cool,pt_ti_cowa_warm_stenowarm,pt_ti_warm_stenowarm
SampUSU_131535_1,279,43,4,7,16,2,0,11,3,0,11,27,5,2,4.659498208,11.11111111,54.1218638,2.150537634,0,25.80645161,2.150537634,0,15.77060932,69.89247312,4.301075269,2.150537634,9.302325581,16.27906977,37.20930233,4.651162791,0,25.58139535,6.976744186,0,25.58139535,62.79069767,11.62790698,4.651162791
SampUSU_131536_1,204,31,3,5,10,1,0,6,4,2,8,18,5,1,3.431372549,25.49019608,37.74509804,0.980392157,0,25,5.882352941,1.470588235,28.92156863,66.66666667,6.862745098,0.980392157,9.677419355,16.12903226,32.25806452,3.225806452,0,19.35483871,12.90322581,6.451612903,25.80645161,58.06451613,16.12903226,3.225806452
SampUSU_131537_1,563,44,2,11,18,0,0,8,5,0,13,31,5,0,1.776198934,8.525754885,33.57015986,0,0,53.46358792,2.664298401,0,10.30195382,43.87211368,2.664298401,0,4.545454545,25,40.90909091,0,0,18.18181818,11.36363636,0,29.54545455,70.45454545,11.36363636,0
SampUSU_131552_1,672,24,3,5,12,0,0,4,0,0,8,20,0,0,5.208333333,26.78571429,30.20833333,0,0,37.79761905,0,0,31.99404762,62.20238095,0,0,12.5,20.83333333,50,0,0,16.66666667,0,0,33.33333333,83.33333333,0,0
SampUSU_131553_1,570,27,3,3,13,0,0,7,0,1,6,19,0,0,1.754385965,7.368421053,23.15789474,0,0,67.54385965,0,0.175438596,9.122807018,32.28070175,0,0,11.11111111,11.11111111,48.14814815,0,0,25.92592593,0,3.703703704,22.22222222,70.37037037,0,0
SampUSU_131558_1,157,20,1,5,9,0,0,5,0,0,6,15,0,0,3.184713376,16.56050955,49.04458599,0,0,31.21019108,0,0,19.74522293,68.78980892,0,0,5,25,45,0,0,25,0,0,30,75,0,0
SampUSU_135029_1,607,38,0,4,16,1,0,12,5,0,4,20,6,1,0,25.20593081,36.40856672,2.141680395,0,31.3014827,4.942339374,0,25.20593081,61.61449753,7.084019769,2.141680395,0,10.52631579,42.10526316,2.631578947,0,31.57894737,13.15789474,0,10.52631579,52.63157895,15.78947368,2.631578947
SampUSU_135032_1,609,31,0,0,9,3,1,8,5,5,0,9,9,4,0,0,23.48111658,8.866995074,2.6272578,48.76847291,9.852216749,6.403940887,0,23.48111658,21.34646962,11.49425287,0,0,29.03225806,9.677419355,3.225806452,25.80645161,16.12903226,16.12903226,0,29.03225806,29.03225806,12.90322581
SampUSU_135036_1,346,29,1,3,13,2,0,6,4,0,4,17,6,2,0.289017341,1.445086705,29.19075145,24.56647399,0,38.15028902,6.358381503,0,1.734104046,30.92485549,30.92485549,24.56647399,3.448275862,10.34482759,44.82758621,6.896551724,0,20.68965517,13.79310345,0,13.79310345,58.62068966,20.68965517,6.896551724
SampUSU_140046_1,350,38,4,8,16,0,0,9,1,0,12,28,1,0,7.428571429,21.71428571,40.57142857,0,0,30,0.285714286,0,29.14285714,69.71428571,0.285714286,0,10.52631579,21.05263158,42.10526316,0,0,23.68421053,2.631578947,0,31.57894737,73.68421053,2.631578947,0
SampUSU_140047_1,331,38,1,5,11,1,0,14,6,0,6,17,7,1,0.302114804,31.72205438,23.86706949,1.208459215,0,38.67069486,4.229607251,0,32.02416918,55.89123867,5.438066465,1.208459215,2.631578947,13.15789474,28.94736842,2.631578947,0,36.84210526,15.78947368,0,15.78947368,44.73684211,18.42105263,2.631578947
SampUSU_140048_1,334,40,0,5,18,4,0,9,4,0,5,23,8,4,0,17.66467066,35.02994012,2.694610778,0,42.21556886,2.395209581,0,17.66467066,52.69461078,5.089820359,2.694610778,0,12.5,45,10,0,22.5,10,0,12.5,57.5,20,10
SampUSU_140049_1,441,49,1,5,22,3,0,11,7,0,6,28,10,3,0.22675737,9.977324263,29.25170068,1.133786848,0,50.56689342,8.843537415,0,10.20408163,39.45578231,9.977324263,1.133786848,2.040816327,10.20408163,44.89795918,6.12244898,0,22.44897959,14.28571429,0,12.24489796,57.14285714,20.40816327,6.12244898
SampUSU_140051_1,437,37,0,3,13,3,0,10,8,0,3,16,11,3,0,2.517162471,16.70480549,2.974828375,0,52.402746,25.40045767,0,2.517162471,19.22196796,28.37528604,2.974828375,0,8.108108108,35.13513514,8.108108108,0,27.02702703,21.62162162,0,8.108108108,43.24324324,29.72972973,8.108108108
SampUSU_140053_1,609,32,7,6,11,0,0,8,0,0,13,24,0,0,12.47947455,10.5090312,51.88834154,0,0,25.12315271,0,0,22.98850575,74.87684729,0,0,21.875,18.75,34.375,0,0,25,0,0,40.625,75,0,0
SampUSU_140064_1,574,34,2,2,17,1,0,10,2,0,4,21,3,1,0.348432056,1.219512195,22.82229965,0.174216028,0,73.69337979,1.742160279,0,1.567944251,24.3902439,1.916376307,0.174216028,5.882352941,5.882352941,50,2.941176471,0,29.41176471,5.882352941,0,11.76470588,61.76470588,8.823529412,2.941176471
SampUSU_140073_1,630,50,1,9,22,1,0,14,3,0,10,32,4,1,0.634920635,31.74603175,44.44444444,0.158730159,0,21.42857143,1.587301587,0,32.38095238,76.82539683,1.746031746,0.158730159,2,18,44,2,0,28,6,0,20,64,8,2
SampUSU_140076_1,339,38,4,6,17,0,0,9,1,1,10,27,1,0,3.244837758,5.604719764,38.05309735,0,0,52.21238938,0.589970501,0.294985251,8.849557522,46.90265487,0.589970501,0,10.52631579,15.78947368,44.73684211,0,0,23.68421053,2.631578947,2.631578947,26.31578947,71.05263158,2.631578947,0
SampUSU_140078_1,577,42,0,5,15,4,0,13,5,0,5,20,9,4,0,4.332755633,32.06239168,0.693240901,0,57.19237435,5.719237435,0,4.332755633,36.39514731,6.412478336,0.693240901,0,11.9047619,35.71428571,9.523809524,0,30.95238095,11.9047619,0,11.9047619,47.61904762,21.42857143,9.523809524
SampUSU_140089_1,215,40,0,5,17,3,0,9,5,1,5,22,8,3,0,3.255813953,48.37209302,1.860465116,0,40.46511628,5.11627907,0.930232558,3.255813953,51.62790698,6.976744186,1.860465116,0,12.5,42.5,7.5,0,22.5,12.5,2.5,12.5,55,20,7.5
SampUSU_140099_1,635,52,1,8,22,2,0,10,8,1,9,31,10,2,0.787401575,29.92125984,40.62992126,0.787401575,0,25.98425197,1.732283465,0.157480315,30.70866142,71.33858268,2.519685039,0.787401575,1.923076923,15.38461538,42.30769231,3.846153846,0,19.23076923,15.38461538,1.923076923,17.30769231,59.61538462,19.23076923,3.846153846
SampUSU_140128_1,642,51,0,5,20,7,0,11,8,0,5,25,15,7,0,1.713395639,32.24299065,1.869158879,0,45.95015576,18.22429907,0,1.713395639,33.95638629,20.09345794,1.869158879,0,9.803921569,39.21568627,13.7254902,0,21.56862745,15.68627451,0,9.803921569,49.01960784,29.41176471,13.7254902
SampUSU_140134_1,913,37,2,3,13,1,0,13,5,0,5,18,6,1,1.314348302,17.85323111,57.94085433,0.328587076,0,16.21029573,6.352683461,0,19.16757941,77.10843373,6.681270537,0.328587076,5.405405405,8.108108108,35.13513514,2.702702703,0,35.13513514,13.51351351,0,13.51351351,48.64864865,16.21621622,2.702702703
SampUSU_140142_1,774,53,0,3,23,4,0,12,11,0,3,26,15,4,0,1.162790698,25.58139535,3.22997416,0,42.63565891,27.39018088,0,1.162790698,26.74418605,30.62015504,3.22997416,0,5.660377358,43.39622642,7.547169811,0,22.64150943,20.75471698,0,5.660377358,49.05660377,28.30188679,7.547169811
SampUSU_140164_1,672,48,2,7,18,2,0,15,4,0,9,27,6,2,0.595238095,46.2797619,21.42857143,0.595238095,0,29.31547619,1.785714286,0,46.875,68.30357143,2.380952381,0.595238095,4.166666667,14.58333333,37.5,4.166666667,0,31.25,8.333333333,0,18.75,56.25,12.5,4.166666667
SampUSU_140165_1,341,44,3,5,21,3,0,11,1,0,8,29,4,3,1.759530792,26.39296188,29.91202346,1.46627566,0,39.58944282,0.879765396,0,28.15249267,58.06451613,2.346041056,1.46627566,6.818181818,11.36363636,47.72727273,6.818181818,0,25,2.272727273,0,18.18181818,65.90909091,9.090909091,6.818181818
SampUSU_140170_1,243,29,0,1,14,2,0,10,2,0,1,15,4,2,0,0.823045267,60.90534979,11.93415638,0,24.27983539,2.057613169,0,0.823045267,61.72839506,13.99176955,11.93415638,0,3.448275862,48.27586207,6.896551724,0,34.48275862,6.896551724,0,3.448275862,51.72413793,13.79310345,6.896551724
SampUSU_140171_1,643,55,7,8,22,0,0,16,2,0,15,37,2,0,4.354587869,11.97511664,51.47744946,0,0,29.70451011,2.488335925,0,16.32970451,67.80715397,2.488335925,0,12.72727273,14.54545455,40,0,0,29.09090909,3.636363636,0,27.27272727,67.27272727,3.636363636,0
SampUSU_140172_1,757,47,7,6,16,0,0,15,3,0,13,29,3,0,6.340819022,11.75693527,44.91413474,0,0,36.32760898,0.660501982,0,18.09775429,63.01188904,0.660501982,0,14.89361702,12.76595745,34.04255319,0,0,31.91489362,6.382978723,0,27.65957447,61.70212766,6.382978723,0
SampUSU_140173_1,615,45,7,10,15,0,0,12,1,0,17,32,1,0,16.2601626,16.42276423,29.75609756,0,0,36.74796748,0.81300813,0,32.68292683,62.43902439,0.81300813,0,15.55555556,22.22222222,33.33333333,0,0,26.66666667,2.222222222,0,37.77777778,71.11111111,2.222222222,0
SampUSU_140177_1,503,27,3,5,11,0,0,6,2,0,8,19,2,0,1.789264414,1.590457256,27.83300199,0,0,67.99204771,0.795228628,0,3.37972167,31.21272366,0.795228628,0,11.11111111,18.51851852,40.74074074,0,0,22.22222222,7.407407407,0,29.62962963,70.37037037,7.407407407,0
SampUSU_140194_1,751,50,3,10,19,0,0,15,3,0,13,32,3,0,9.320905459,29.16111851,29.69374168,0,0,31.0252996,0.798934754,0,38.48202397,68.17576565,0.798934754,0,6,20,38,0,0,30,6,0,26,64,6,0
SampUSU_140207_1,257,38,5,5,16,0,0,10,1,1,10,26,1,0,5.058365759,5.836575875,43.57976654,0,0,44.35797665,0.778210117,0.389105058,10.89494163,54.47470817,0.778210117,0,13.15789474,13.15789474,42.10526316,0,0,26.31578947,2.631578947,2.631578947,26.31578947,68.42105263,2.631578947,0
SampUSU_140208_1,560,40,2,6,16,4,0,9,3,0,8,24,7,4,0.535714286,5.892857143,46.25,0.714285714,0,45.17857143,1.428571429,0,6.428571429,52.67857143,2.142857143,0.714285714,5,15,40,10,0,22.5,7.5,0,20,60,17.5,10
SampUSU_140212_1,613,51,4,8,19,4,0,12,4,0,12,31,8,4,0.652528548,8.319738989,52.20228385,3.099510604,0,31.81076672,3.915171289,0,8.972267537,61.17455139,7.014681892,3.099510604,7.843137255,15.68627451,37.25490196,7.843137255,0,23.52941176,7.843137255,0,23.52941176,60.78431373,15.68627451,7.843137255
SampUSU_140217_1,525,42,1,4,17,3,0,12,5,0,5,22,8,3,0.19047619,11.42857143,33.52380952,17.9047619,0,29.71428571,7.238095238,0,11.61904762,45.14285714,25.14285714,17.9047619,2.380952381,9.523809524,40.47619048,7.142857143,0,28.57142857,11.9047619,0,11.9047619,52.38095238,19.04761905,7.142857143
SampUSU_140420_1,627,32,0,1,10,5,0,9,7,0,1,11,12,5,0,0.159489633,34.6092504,7.974481659,0,45.29505582,11.96172249,0,0.159489633,34.76874003,19.93620415,7.974481659,0,3.125,31.25,15.625,0,28.125,21.875,0,3.125,34.375,37.5,15.625
SampUSU_140421_1,627,42,0,1,14,6,0,12,9,0,1,15,15,6,0,0.318979266,29.18660287,17.86283892,0,40.66985646,11.96172249,0,0.318979266,29.50558214,29.8245614,17.86283892,0,2.380952381,33.33333333,14.28571429,0,28.57142857,21.42857143,0,2.380952381,35.71428571,35.71428571,14.28571429
SampUSU_140426_1,636,36,1,0,11,6,0,10,8,0,1,12,14,6,0.157232704,0,28.14465409,10.6918239,0,50.94339623,10.06289308,0,0.157232704,28.30188679,20.75471698,10.6918239,2.777777778,0,30.55555556,16.66666667,0,27.77777778,22.22222222,0,2.777777778,33.33333333,38.88888889,16.66666667
SampUSU_140427_1,372,22,0,1,7,3,0,8,3,0,1,8,6,3,0,0.537634409,10.75268817,2.956989247,0,80.37634409,5.376344086,0,0.537634409,11.29032258,8.333333333,2.956989247,0,4.545454545,31.81818182,13.63636364,0,36.36363636,13.63636364,0,4.545454545,36.36363636,27.27272727,13.63636364
SampUSU_140428_1,629,38,0,2,9,8,1,9,8,1,2,11,17,9,0,0.635930048,8.26709062,8.426073132,16.37519873,51.19236884,14.94435612,0.158982512,0.635930048,8.903020668,39.74562798,24.80127186,0,5.263157895,23.68421053,21.05263158,2.631578947,23.68421053,21.05263158,2.631578947,5.263157895,28.94736842,44.73684211,23.68421053
SampUSU_141904_1,287,27,0,0,7,3,1,11,5,0,0,7,9,4,0,0,13.93728223,2.090592334,2.090592334,67.94425087,13.93728223,0,0,13.93728223,18.1184669,4.181184669,0,0,25.92592593,11.11111111,3.703703704,40.74074074,18.51851852,0,0,25.92592593,33.33333333,14.81481481
SampUSU_141907_1,527,39,0,2,21,3,0,8,5,0,2,23,8,3,0,40.79696395,37.00189753,1.518026565,0,19.35483871,1.328273245,0,40.79696395,77.79886148,2.84629981,1.518026565,0,5.128205128,53.84615385,7.692307692,0,20.51282051,12.82051282,0,5.128205128,58.97435897,20.51282051,7.692307692
SampUSU_141910_1,710,40,2,5,13,1,0,18,1,0,7,20,2,1,2.253521127,53.23943662,17.46478873,8.028169014,0,18.87323944,0.14084507,0,55.49295775,72.95774648,8.169014085,8.028169014,5,12.5,32.5,2.5,0,45,2.5,0,17.5,50,5,2.5
SampUSU_141911_1,238,37,0,3,17,2,0,11,4,0,3,20,6,2,0,7.983193277,45.79831933,0.840336134,0,37.81512605,7.56302521,0,7.983193277,53.78151261,8.403361345,0.840336134,0,8.108108108,45.94594595,5.405405405,0,29.72972973,10.81081081,0,8.108108108,54.05405405,16.21621622,5.405405405
SampUSU_141912_1,565,39,0,5,17,3,0,8,5,1,5,22,8,3,0,2.477876106,23.71681416,1.238938053,0,62.47787611,9.026548673,1.061946903,2.477876106,26.19469027,10.26548673,1.238938053,0,12.82051282,43.58974359,7.692307692,0,20.51282051,12.82051282,2.564102564,12.82051282,56.41025641,20.51282051,7.692307692
SampUSU_141913_1,535,54,2,10,20,1,0,17,4,0,12,32,5,1,2.61682243,22.24299065,30.28037383,0.373831776,0,40.18691589,4.299065421,0,24.85981308,55.14018692,4.672897196,0.373831776,3.703703704,18.51851852,37.03703704,1.851851852,0,31.48148148,7.407407407,0,22.22222222,59.25925926,9.259259259,1.851851852
SampUSU_141915_1,312,40,1,8,17,0,1,11,1,1,9,26,2,1,1.282051282,18.58974359,36.53846154,0,1.602564103,40.38461538,0.961538462,0.641025641,19.87179487,56.41025641,2.564102564,1.602564103,2.5,20,42.5,0,2.5,27.5,2.5,2.5,22.5,65,5,2.5
SampUSU_141917_1,585,39,5,7,15,0,0,10,2,0,12,27,2,0,2.905982906,22.22222222,38.29059829,0,0,35.8974359,0.683760684,0,25.12820513,63.41880342,0.683760684,0,12.82051282,17.94871795,38.46153846,0,0,25.64102564,5.128205128,0,30.76923077,69.23076923,5.128205128,0
SampUSU_141918_1,435,38,2,8,15,0,0,11,2,0,10,25,2,0,0.91954023,10.11494253,44.13793103,0,0,44.13793103,0.689655172,0,11.03448276,55.17241379,0.689655172,0,5.263157895,21.05263158,39.47368421,0,0,28.94736842,5.263157895,0,26.31578947,65.78947368,5.263157895,0
SampUSU_141928_1,181,23,0,0,10,3,0,6,4,0,0,10,7,3,0,0,21.54696133,1.657458564,0,70.16574586,6.629834254,0,0,21.54696133,8.287292818,1.657458564,0,0,43.47826087,13.04347826,0,26.08695652,17.39130435,0,0,43.47826087,30.43478261,13.04347826
SampUSU_141930_1,841,45,6,4,18,0,0,15,2,0,10,28,2,0,5.112960761,8.323424495,38.28775268,0,0,48.03804994,0.237812128,0,13.43638526,51.72413793,0.237812128,0,13.33333333,8.888888889,40,0,0,33.33333333,4.444444444,0,22.22222222,62.22222222,4.444444444,0
SampUSU_141931_1,799,37,6,6,15,1,0,9,0,0,12,27,1,1,3.254067584,20.40050063,22.77847309,0.375469337,0,53.19148936,0,0,23.65456821,46.4330413,0.375469337,0.375469337,16.21621622,16.21621622,40.54054054,2.702702703,0,24.32432432,0,0,32.43243243,72.97297297,2.702702703,2.702702703
SampUSU_141935_1,1021,40,2,4,16,2,0,14,2,0,6,22,4,2,5.582761998,22.91870715,43.0950049,1.077375122,0,26.05288932,1.273261508,0,28.50146915,71.59647405,2.350636631,1.077375122,5,10,40,5,0,35,5,0,15,55,10,5
SampUSU_141936_1,862,36,0,2,9,4,0,14,7,0,2,11,11,4,0,1.62412993,15.0812065,39.44315545,0,42.34338747,1.50812065,0,1.62412993,16.70533643,40.9512761,39.44315545,0,5.555555556,25,11.11111111,0,38.88888889,19.44444444,0,5.555555556,30.55555556,30.55555556,11.11111111
SampUSU_141939_1,671,59,6,8,19,4,0,17,5,0,14,33,9,4,7.302533532,17.4366617,17.73472429,0.745156483,0,50.81967213,5.961251863,0,24.73919523,42.47391952,6.706408346,0.745156483,10.16949153,13.55932203,32.20338983,6.779661017,0,28.81355932,8.474576271,0,23.72881356,55.93220339,15.25423729,6.779661017
SampUSU_141942_1,634,40,0,2,16,4,0,11,7,0,2,18,11,4,0,1.735015773,53.47003155,3.943217666,0,19.87381703,20.97791798,0,1.735015773,55.20504732,24.92113565,3.943217666,0,5,40,10,0,27.5,17.5,0,5,45,27.5,10
SampUSU_141944_1,619,32,2,7,9,0,0,11,2,1,9,18,2,0,0.807754443,19.22455574,43.6187399,0.323101777,0,28.91760905,6.62358643,0.484652666,20.03231018,63.65105008,6.946688207,0.323101777,6.25,21.875,28.125,0,0,34.375,6.25,3.125,28.125,56.25,6.25,0
SampUSU_141945_1,452,27,2,4,8,1,0,9,3,0,6,14,4,1,2.876106195,36.94690265,13.9380531,0.442477876,0,42.92035398,2.876106195,0,39.82300885,53.76106195,3.318584071,0.442477876,7.407407407,14.81481481,29.62962963,3.703703704,0,33.33333333,11.11111111,0,22.22222222,51.85185185,14.81481481,3.703703704
SampUSU_141949_1,296,37,0,1,14,5,0,13,4,0,1,15,9,5,0,0.337837838,37.16216216,8.783783784,0,52.02702703,1.689189189,0,0.337837838,37.5,10.47297297,8.783783784,0,2.702702703,37.83783784,13.51351351,0,35.13513514,10.81081081,0,2.702702703,40.54054054,24.32432432,13.51351351
SampUSU_141950_1,777,42,9,5,15,0,0,13,0,0,14,29,0,0,19.17631918,8.494208494,48.90604891,0,0,23.42342342,0,0,27.67052767,76.57657658,0,0,21.42857143,11.9047619,35.71428571,0,0,30.95238095,0,0,33.33333333,69.04761905,0,0
SampUSU_141953_1,183,26,4,4,10,0,0,8,0,0,8,18,0,0,10.38251366,14.20765027,31.14754098,0,0,44.26229508,0,0,24.59016393,55.73770492,0,0,15.38461538,15.38461538,38.46153846,0,0,30.76923077,0,0,30.76923077,69.23076923,0,0
SampUSU_141954_1,831,45,2,5,21,3,0,11,3,0,7,28,6,3,0.481347774,4.21179302,32.49097473,0.601684717,0,61.37184116,0.842358604,0,4.693140794,37.18411552,1.444043321,0.601684717,4.444444444,11.11111111,46.66666667,6.666666667,0,24.44444444,6.666666667,0,15.55555556,62.22222222,13.33333333,6.666666667
SampUSU_141956_1,606,38,1,3,18,2,0,10,4,0,4,22,6,2,0.330033003,1.98019802,36.96369637,0.660066007,0,58.91089109,1.155115512,0,2.310231023,39.27392739,1.815181518,0.660066007,2.631578947,7.894736842,47.36842105,5.263157895,0,26.31578947,10.52631579,0,10.52631579,57.89473684,15.78947368,5.263157895
SampUSU_141958_1,653,43,1,8,19,0,0,13,2,0,9,28,2,0,0.153139357,6.125574273,48.2388974,0,0,44.10413476,1.378254211,0,6.278713629,54.51761103,1.378254211,0,2.325581395,18.60465116,44.18604651,0,0,30.23255814,4.651162791,0,20.93023256,65.11627907,4.651162791,0
SampUSU_141977_1,946,50,3,6,20,1,0,15,5,0,9,29,6,1,4.334038055,7.822410148,13.84778013,0.105708245,0,72.93868922,0.951374207,0,12.1564482,26.00422833,1.057082452,0.105708245,6,12,40,2,0,30,10,0,18,58,12,2
SampUSU_141988_1,524,50,1,6,23,1,0,15,3,1,7,30,4,1,2.480916031,6.679389313,38.54961832,0.190839695,0,49.61832061,1.526717557,0.954198473,9.160305344,47.70992366,1.717557252,0.190839695,2,12,46,2,0,30,6,2,14,60,8,2
SampUSU_141990_1,511,51,0,7,24,1,0,13,6,0,7,31,7,1,0,5.088062622,21.7221135,0.391389432,0,71.23287671,1.56555773,0,5.088062622,26.81017613,1.956947162,0.391389432,0,13.7254902,47.05882353,1.960784314,0,25.49019608,11.76470588,0,13.7254902,60.78431373,13.7254902,1.960784314
SampUSU_141991_1,895,39,8,9,13,0,0,9,0,0,17,30,0,0,8.826815642,26.81564246,37.65363128,0,0,26.70391061,0,0,35.6424581,73.29608939,0,0,20.51282051,23.07692308,33.33333333,0,0,23.07692308,0,0,43.58974359,76.92307692,0,0
SampUSU_141994_1,732,45,7,9,14,0,0,13,2,0,16,30,2,0,6.147540984,15.57377049,32.92349727,0,0,44.67213115,0.683060109,0,21.72131148,54.64480874,0.683060109,0,15.55555556,20,31.11111111,0,0,28.88888889,4.444444444,0,35.55555556,66.66666667,4.444444444,0
SampUSU_141995_1,223,24,3,1,9,1,0,10,0,0,4,13,1,1,1.34529148,0.448430493,61.43497758,0.896860987,0,35.87443946,0,0,1.793721973,63.22869955,0.896860987,0.896860987,12.5,4.166666667,37.5,4.166666667,0,41.66666667,0,0,16.66666667,54.16666667,4.166666667,4.166666667
SampUSU_141997_1,700,40,6,5,15,0,0,14,0,0,11,26,0,0,4.285714286,1.285714286,23.57142857,0,0,70.85714286,0,0,5.571428571,29.14285714,0,0,15,12.5,37.5,0,0,35,0,0,27.5,65,0,0
SampUSU_142000_1,636,39,4,3,14,1,0,16,1,0,7,21,2,1,3.93081761,14.62264151,46.5408805,1.257861635,0,33.33333333,0.314465409,0,18.55345912,65.09433962,1.572327044,1.257861635,10.25641026,7.692307692,35.8974359,2.564102564,0,41.02564103,2.564102564,0,17.94871795,53.84615385,5.128205128,2.564102564
SampUSU_142001_1,445,36,3,4,14,2,0,12,1,0,7,21,3,2,4.269662921,8.988764045,45.84269663,2.471910112,0,37.75280899,0.674157303,0,13.25842697,59.1011236,3.146067416,2.471910112,8.333333333,11.11111111,38.88888889,5.555555556,0,33.33333333,2.777777778,0,19.44444444,58.33333333,8.333333333,5.555555556
SampUSU_142011_1,688,34,1,1,14,1,0,12,4,1,2,16,5,1,0.145348837,0.145348837,23.11046512,0.872093023,0,73.98255814,1.598837209,0.145348837,0.290697674,23.40116279,2.470930233,0.872093023,2.941176471,2.941176471,41.17647059,2.941176471,0,35.29411765,11.76470588,2.941176471,5.882352941,47.05882353,14.70588235,2.941176471
SampUSU_142013_1,924,29,0,1,12,1,0,12,2,1,1,13,3,1,0,0.216450216,13.63636364,0.757575758,0,84.41558442,0.757575758,0.216450216,0.216450216,13.85281385,1.515151515,0.757575758,0,3.448275862,41.37931034,3.448275862,0,41.37931034,6.896551724,3.448275862,3.448275862,44.82758621,10.34482759,3.448275862
SampUSU_142018_1,259,37,4,3,16,0,0,13,1,0,7,23,1,0,6.177606178,6.563706564,40.54054054,0,0,45.55984556,1.158301158,0,12.74131274,53.28185328,1.158301158,0,10.81081081,8.108108108,43.24324324,0,0,35.13513514,2.702702703,0,18.91891892,62.16216216,2.702702703,0
SampUSU_142033_1,1175,35,4,2,12,1,0,14,2,0,6,18,3,1,1.106382979,0.255319149,37.19148936,0.425531915,0,60.85106383,0.170212766,0,1.361702128,38.55319149,0.595744681,0.425531915,11.42857143,5.714285714,34.28571429,2.857142857,0,40,5.714285714,0,17.14285714,51.42857143,8.571428571,2.857142857
SampUSU_142035_1,324,25,2,1,12,0,0,10,0,0,3,15,0,0,1.543209877,0.925925926,25,0,0,72.5308642,0,0,2.469135802,27.4691358,0,0,8,4,48,0,0,40,0,0,12,60,0,0
SampUSU_142037_1,661,38,1,7,14,1,0,13,2,0,8,22,3,1,0.15128593,4.387291982,29.65204236,0.302571861,0,65.05295008,0.453857791,0,4.538577912,34.19062027,0.756429652,0.302571861,2.631578947,18.42105263,36.84210526,2.631578947,0,34.21052632,5.263157895,0,21.05263158,57.89473684,7.894736842,2.631578947
SampUSU_142039_1,907,42,1,3,16,0,0,15,5,2,4,20,5,0,0.110253583,1.653803749,37.37596472,0,0,54.5755237,2.315325248,3.969128997,1.764057332,39.14002205,2.315325248,0,2.380952381,7.142857143,38.0952381,0,0,35.71428571,11.9047619,4.761904762,9.523809524,47.61904762,11.9047619,0
SampUSU_142040_1,352,38,1,4,18,1,0,11,2,1,5,23,3,1,0.284090909,9.090909091,35.51136364,0.568181818,0,50,1.420454545,3.125,9.375,44.88636364,1.988636364,0.568181818,2.631578947,10.52631579,47.36842105,2.631578947,0,28.94736842,5.263157895,2.631578947,13.15789474,60.52631579,7.894736842,2.631578947
SampUSU_142041_1,196,35,1,8,10,2,0,10,3,1,9,19,5,2,1.020408163,14.28571429,24.48979592,1.020408163,0,53.06122449,3.571428571,2.551020408,15.30612245,39.79591837,4.591836735,1.020408163,2.857142857,22.85714286,28.57142857,5.714285714,0,28.57142857,8.571428571,2.857142857,25.71428571,54.28571429,14.28571429,5.714285714
SampUSU_142044_1,257,41,0,4,13,3,1,12,5,3,4,17,9,4,0,4.6692607,31.90661479,2.33463035,0.389105058,55.25291829,4.280155642,1.167315175,4.6692607,36.57587549,7.003891051,2.723735409,0,9.756097561,31.70731707,7.317073171,2.43902439,29.26829268,12.19512195,7.317073171,9.756097561,41.46341463,21.95121951,9.756097561
SampUSU_142045_1,558,37,1,4,14,4,0,10,4,0,5,19,8,4,1.075268817,11.46953405,29.03225806,1.433691756,0,55.73476703,1.254480287,0,12.54480287,41.57706093,2.688172043,1.433691756,2.702702703,10.81081081,37.83783784,10.81081081,0,27.02702703,10.81081081,0,13.51351351,51.35135135,21.62162162,10.81081081
SampUSU_142047_1,767,51,2,7,20,4,0,13,5,0,9,29,9,4,2.346805737,6.910039113,38.59191656,3.129074316,0,40.54758801,8.474576271,0,9.25684485,47.84876141,11.60365059,3.129074316,3.921568627,13.7254902,39.21568627,7.843137255,0,25.49019608,9.803921569,0,17.64705882,56.8627451,17.64705882,7.843137255
SampUSU_142049_1,191,28,0,2,13,4,0,7,2,0,2,15,6,4,0,1.570680628,46.59685864,12.04188482,0,36.64921466,3.141361257,0,1.570680628,48.16753927,15.18324607,12.04188482,0,7.142857143,46.42857143,14.28571429,0,25,7.142857143,0,7.142857143,53.57142857,21.42857143,14.28571429
SampUSU_142050_1,161,25,0,3,5,0,0,15,2,0,3,8,2,0,0,9.316770186,6.832298137,0,0,82.60869565,1.242236025,0,9.316770186,16.14906832,1.242236025,0,0,12,20,0,0,60,8,0,12,32,8,0
